utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
loebelfG9T4_10__76adce28_01_000150_000212,hyp_vote_conf,so repeat make yourself at home,so repeat make yourself at home,0.656,0.0,5.0,5,Y,,,Y,judged
lpXi71Ge1rU_3__ececbbcb_00_000000_000192,baseline,one out or if you divide by a negative one you're left with a positive x squared,house or if you're divided by kind of one you love with a positive and square,0.7359441192820668,58.8,2.74,3,P,key+sem,detail,P:key+sem/-detail,judged
lpXi71Ge1rU_3__ececbbcb_00_000000_000192,hyp_mbr,one out or if you divide by a negative one you're left with a positive x squared,house or if you're divided by kind of one you love with a positive and square,0.642,58.8,2.74,3,P,key+sem,detail,P:key+sem/-detail,judged
lpXi71Ge1rU_3__ececbbcb_00_000000_000192,hyp_vote_score,one out or if you divide by a negative one you're left with a positive x squared,house or if you're divided by kind of one you love with a positive and square,0.688,58.8,2.74,3,P,key,detail,P:key/-detail,judged
lpXi71Ge1rU_3__ececbbcb_00_000000_000192,hyp_vote_conf,one out or if you divide by a negative one you're left with a positive x squared,house or if you're divided by kind of one you love with a positive and square,0.69,58.8,2.74,3,P,struct+sem,key,P:struct+sem/-key,judged
lqt19yu40Iw_0__3b8cb280_00_000000_000112,baseline,video in a series of video about the arduino robot,video and this is a video about our robot so he,0.6323074441064488,80.0,3.04,4,P,key+sem,detail,P:key+sem/-detail,judged
lqt19yu40Iw_0__3b8cb280_00_000000_000112,hyp_mbr,video in a series of video about the arduino robot,video and this is a video about our robot so he,0.588,80.0,3.04,4,P,key,detail,P:key/-detail,judged
lqt19yu40Iw_0__3b8cb280_00_000000_000112,hyp_vote_score,video in a series of video about the arduino robot,video and this is a video about our robot so he,0.693,80.0,3.04,4,P,struct+key,detail,P:struct+key/-detail,judged
lqt19yu40Iw_0__3b8cb280_00_000000_000112,hyp_vote_conf,video in a series of video about the arduino robot,video and this is a video about our robot so he,0.694,80.0,3.04,4,P,key+struct,detail,P:key+struct/-detail,judged
lrB58XWpnX8_0__99c68366_00_000000_000118,baseline,so my second worst memory happened to me when i was probably about 23 or 24,so my second mistake happened to me when i was probably about 23 or 24,0.7266797059526046,12.5,4.38,5,P,key+struct,detail,P:key+struct/-detail,judged
lrB58XWpnX8_0__99c68366_00_000000_000118,hyp_mbr,so my second worst memory happened to me when i was probably about 23 or 24,so my second mistake happened to me when i was probably about 23 or 24,0.626,12.5,4.38,5,P,key+sem,detail,P:key+sem/-detail,judged
lrB58XWpnX8_0__99c68366_00_000000_000118,hyp_vote_score,so my second worst memory happened to me when i was probably about 23 or 24,so my second mistake happened to me when i was probably about 23 or 24,0.694,12.5,4.38,5,P,key+struct,detail,P:key+struct/-detail,judged
lrB58XWpnX8_0__99c68366_00_000000_000118,hyp_vote_conf,so my second worst memory happened to me when i was probably about 23 or 24,so my second mistake happened to me when i was probably about 23 or 24,0.692,12.5,4.38,5,P,key+struct,detail,P:key+struct/-detail,judged
ltelQ3iKybU_7__b8dcd821_00_000000_000075,baseline,allowing the humans to focus on design and compositional choices,group is to focus on designing competitive choices,0.8314797542989254,60.0,2.59,3,P,key+sem,detail,P:key+sem/-detail,judged
ltelQ3iKybU_7__b8dcd821_00_000000_000075,hyp_mbr,allowing the humans to focus on design and compositional choices,group is to focus on designing opposition choices,0.744,60.0,2.59,3,P,struct+sem,key,P:struct+sem/-key,judged
ltelQ3iKybU_7__b8dcd821_00_000000_000075,hyp_vote_score,allowing the humans to focus on design and compositional choices,group is to focus on designing opposition choices,0.693,60.0,2.59,3,P,struct+key,detail,P:struct+key/-detail,judged
ltelQ3iKybU_7__b8dcd821_00_000000_000075,hyp_vote_conf,allowing the humans to focus on design and compositional choices,group is to focus on designing opposition choices,0.696,60.0,2.59,3,P,key+struct,detail,P:key+struct/-detail,judged
ltqosBI1JuM_2__df780c32_00_000000_000210,baseline,it has to be done within 24 hours a mini stroke and so i didn't go in time for that,be able to do a 24 hour broadcast so yeah i did it always time for that,0.5251723896054661,70.0,2.12,3,P,key,detail,P:key/-detail,judged
ltqosBI1JuM_2__df780c32_00_000000_000210,hyp_mbr,it has to be done within 24 hours a mini stroke and so i didn't go in time for that,be able to do a 24 hour broadcast so yeah i did it always time for that,0.533,70.0,2.12,3,P,struct,key,P:struct/-key,judged
ltqosBI1JuM_2__df780c32_00_000000_000210,hyp_vote_score,it has to be done within 24 hours a mini stroke and so i didn't go in time for that,be able to do a 24 hour broadcast so yeah i did it always time for that,0.606,70.0,2.12,3,P,sem,key,P:sem/-key,judged
ltqosBI1JuM_2__df780c32_00_000000_000210,hyp_vote_conf,it has to be done within 24 hours a mini stroke and so i didn't go in time for that,be able to do hours 24 hour studio so yeah i did it always time for that,0.61,70.0,2.12,3,P,struct,key,P:struct/-key,judged
lv7-MXsMfUM_16__08e1c9ae_00_000000_000200,baseline,great question so a lot of people out there will go out and say well you need to enunciate your words and say it,great way to do it so a lot of people out there that go around and say we have to really go out today and grow this,0.6408042496553173,62.5,2.58,3,P,struct,key,P:struct/-key,judged
lv7-MXsMfUM_16__08e1c9ae_00_000000_000200,hyp_mbr,great question so a lot of people out there will go out and say well you need to enunciate your words and say it,great way to do it so a lot of people out there that go around and say we have to really go out today and grow this,0.586,62.5,2.58,3,P,struct,key,P:struct/-key,judged
lv7-MXsMfUM_16__08e1c9ae_00_000000_000200,hyp_vote_score,great question so a lot of people out there will go out and say well you need to enunciate your words and say it,great way to do it so a lot of people out there that go around and say we have to really go out today and grow this,0.659,62.5,2.58,3,P,struct+sem,key,P:struct+sem/-key,judged
lv7-MXsMfUM_16__08e1c9ae_00_000000_000200,hyp_vote_conf,great question so a lot of people out there will go out and say well you need to enunciate your words and say it,great way to do it so a lot of people out there that go around and say we have to really go out and grow this,0.668,58.3,2.58,3,P,struct,key,P:struct/-key,judged
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,baseline,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,0.7696177203740392,58.8,2.11,3,P,struct,key,P:struct/-key,judged
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,hyp_mbr,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,0.683,58.8,2.11,3,P,key+sem,detail,P:key+sem/-detail,judged
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,hyp_vote_score,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,0.665,58.8,2.11,3,P,key,detail,P:key/-detail,judged
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,hyp_vote_conf,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,0.666,58.8,2.11,3,P,struct,key,P:struct/-key,judged
lzqKrxha-2s_6__14587816_00_000000_000159,baseline,take back your personal space hygiene with our orb antimicrobial,take back your personal space agency wear your arm antimicrobial,0.7102982848882675,40.0,3.91,4,Y,,,Y,judged
lzqKrxha-2s_6__14587816_00_000000_000159,hyp_mbr,take back your personal space hygiene with our orb antimicrobial,take back your personal space agency wear your arm antimicrobial,0.627,40.0,3.91,4,P,key+sem,detail,P:key+sem/-detail,judged
lzqKrxha-2s_6__14587816_00_000000_000159,hyp_vote_score,take back your personal space hygiene with our orb antimicrobial,take back your personal space agency wear your arm antimicrobial,0.639,40.0,3.91,4,P,struct+key,detail,P:struct+key/-detail,judged
lzqKrxha-2s_6__14587816_00_000000_000159,hyp_vote_conf,take back your personal space hygiene with our orb antimicrobial,take back your personal space agency wear your arm antimicrobial,0.646,40.0,3.91,4,P,key+struct,detail,P:key+struct/-detail,judged
m1ujRzeI1OI_0__f75108a8_00_000000_000331,baseline,now if you were ever in years ago that was completely not okay if you joined a c org the only organization in scientology you could work for again,you now if you were ever in india years ago that was completely not okay if you joined a sect the only organization sanctioned to work for it was the,0.739143118262291,37.9,3.09,4,P,key+sem,detail,P:key+sem/-detail,judged
m1ujRzeI1OI_0__f75108a8_00_000000_000331,hyp_mbr,now if you were ever in years ago that was completely not okay if you joined a c org the only organization in scientology you could work for again,you now if you were ever in india years ago that was completely not okay if you joined a sect the only organization sanctioned to work for it was the,0.665,37.9,3.09,4,P,struct+key,detail,P:struct+key/-detail,judged
m1ujRzeI1OI_0__f75108a8_00_000000_000331,hyp_vote_score,now if you were ever in years ago that was completely not okay if you joined a c org the only organization in scientology you could work for again,you now if you were ever in india years ago that was completely not okay if you joined the sect the only organization sanctioned to work for it was the,0.676,41.4,3.09,4,P,struct+key,detail,P:struct+key/-detail,judged
m1ujRzeI1OI_0__f75108a8_00_000000_000331,hyp_vote_conf,now if you were ever in years ago that was completely not okay if you joined a c org the only organization in scientology you could work for again,you now if you were ever in kid years ago that was completely not okay if you joined the sect the only organization you to work for it was the,0.676,37.9,3.09,4,P,key+struct,detail,P:key+struct/-detail,judged
m5uTRJLHusg_18__c8ca49ec_00_000000_000173,baseline,this course is all about transitions this video is all about transitions,this course is all about transition in this video i'm going to talk about transition by,0.704569376539439,66.7,3.44,4,Y,,,Y,judged
m5uTRJLHusg_18__c8ca49ec_00_000000_000173,hyp_mbr,this course is all about transitions this video is all about transitions,this course is all about transition in this video i'm going to talk about transition by,0.641,66.7,3.44,4,Y,,,Y,judged
m5uTRJLHusg_18__c8ca49ec_00_000000_000173,hyp_vote_score,this course is all about transitions this video is all about transitions,this course is all about transition in this video i'm going to talk about transition by,0.656,66.7,3.44,4,Y,,,Y,judged
m5uTRJLHusg_18__c8ca49ec_00_000000_000173,hyp_vote_conf,this course is all about transitions this video is all about transitions,this course is all about transition in this video going to talk about transition,0.679,50.0,3.44,4,Y,,,Y,judged
m9Qrsm1Zb3M_0__797536d8_00_000000_000359,baseline,it's ever going to capture any of the market when all you have is a single high speed transistor that is not something you can build,is never going to capture any of the money all you have is as i said at the high speed transition year it's not something you can build,0.8257225868957383,46.2,3.26,4,P,key+sem,detail,P:key+sem/-detail,judged
m9Qrsm1Zb3M_0__797536d8_00_000000_000359,hyp_mbr,it's ever going to capture any of the market when all you have is a single high speed transistor that is not something you can build,is never going to capture any of the money all you have is as i said at the high speed transition year it's not something you can build,0.709,46.2,3.26,4,P,key+sem,detail,P:key+sem/-detail,judged
m9Qrsm1Zb3M_0__797536d8_00_000000_000359,hyp_vote_score,it's ever going to capture any of the market when all you have is a single high speed transistor that is not something you can build,is never going to capture any of the money all you have is as i said at the high speed transition year it's not something you can build,0.724,46.2,3.26,4,P,struct+key,detail,P:struct+key/-detail,judged
m9Qrsm1Zb3M_0__797536d8_00_000000_000359,hyp_vote_conf,it's ever going to capture any of the market when all you have is a single high speed transistor that is not something you can build,never going to capture any of the money all you have is as i said at the high speed transition year it's not something you can build,0.731,46.2,3.26,4,P,key+struct,detail,P:key+struct/-detail,judged
m9Qrsm1Zb3M_0__797536d8_01_000299_000418,baseline,something you can build in,is something you can build and,0.8261824697256088,40.0,4.1,5,Y,,,Y,judged
m9Qrsm1Zb3M_0__797536d8_01_000299_000418,hyp_mbr,something you can build in,is something you can build and,0.711,40.0,4.1,5,Y,,,Y,judged
m9Qrsm1Zb3M_0__797536d8_01_000299_000418,hyp_vote_score,something you can build in,is something you can build and,0.621,40.0,4.1,5,Y,,,Y,judged
m9Qrsm1Zb3M_0__797536d8_01_000299_000418,hyp_vote_conf,something you can build in,something you can build and,0.669,20.0,4.1,5,Y,,,Y,judged
mEdhXlAGryQ_0__f562afb0_00_000000_000250,baseline,what's called the rst driver or the option rom that's part of the searle t and the pch so all the way around you've got pretty much all the connections that you could ask for,what's called the airline seat traveler's nightmare where you get stuck in the middle seat so all the rows of aisle seats are taken for,0.5972648133337498,77.1,1.16,2,N,,,N,judged
mEdhXlAGryQ_0__f562afb0_00_000000_000250,hyp_mbr,what's called the rst driver or the option rom that's part of the searle t and the pch so all the way around you've got pretty much all the connections that you could ask for,what's called the airline seat traveler's nightmare where you get stuck in the middle seat so all the rows of aisle seats are taken so you're,0.561,80.0,1.16,2,N,,,N,judged
mEdhXlAGryQ_0__f562afb0_00_000000_000250,hyp_vote_score,what's called the rst driver or the option rom that's part of the searle t and the pch so all the way around you've got pretty much all the connections that you could ask for,what's called the airline seat traveler's nightmare where you get stuck in the middle seat so all the rows of aisle seats are taken stuck,0.738,80.0,1.16,2,N,,,N,judged
mEdhXlAGryQ_0__f562afb0_00_000000_000250,hyp_vote_conf,what's called the rst driver or the option rom that's part of the searle t and the pch so all the way around you've got pretty much all the connections that you could ask for,what's called the airline seat traveler's nightmare where you get stuck in the middle seat so all the rows of aisle seats are taken stuck,0.739,80.0,1.16,2,N,,,N,judged
mFmr0PDLkIE_2__bc9047fb_00_000000_000286,baseline,certainly it needs this as well you start with developers this is actually a great environment for developers because,certainly idk needs this as well it's not with the developers this is actually a great environment for developers because,0.8158800445497036,21.1,4.46,5,P,key,detail,P:key/-detail,judged
mFmr0PDLkIE_2__bc9047fb_00_000000_000286,hyp_mbr,certainly it needs this as well you start with developers this is actually a great environment for developers because,certainly idk needs this as well it's not with the developers this is actually a great environment for developers because,0.739,21.1,4.46,5,P,key+sem,detail,P:key+sem/-detail,judged
mFmr0PDLkIE_2__bc9047fb_00_000000_000286,hyp_vote_score,certainly it needs this as well you start with developers this is actually a great environment for developers because,certainly idk needs this as well it's not with the developers this is actually a great environment for developers because,0.679,21.1,4.46,5,P,key+struct,detail,P:key+struct/-detail,judged
mFmr0PDLkIE_2__bc9047fb_00_000000_000286,hyp_vote_conf,certainly it needs this as well you start with developers this is actually a great environment for developers because,certainly idk needs this as well it's not with the developers this is actually a great environment for developers because,0.68,21.1,4.46,5,P,key+struct,detail,P:key+struct/-detail,judged
mVOVnZmJXIk_30__76880e29_00_000000_000132,baseline,tab and you're gonna hit show develop in minibar just click that,like i want to know what's going on with the world i just love that,0.418233759701252,108.3,1.36,2,N,,,N,judged
mVOVnZmJXIk_30__76880e29_00_000000_000132,hyp_mbr,tab and you're gonna hit show develop in minibar just click that,like i want to know what's going on with the world i just love that,0.457,108.3,1.36,2,N,,,N,judged
mVOVnZmJXIk_30__76880e29_00_000000_000132,hyp_vote_score,tab and you're gonna hit show develop in minibar just click that,like i want to know what's going on with the world i just love that,0.554,108.3,1.36,2,N,,,N,judged
mVOVnZmJXIk_30__76880e29_00_000000_000132,hyp_vote_conf,tab and you're gonna hit show develop in minibar just click that,like i want to know what's on with the world i just love that,0.556,100.0,1.36,2,N,,,N,judged
mZ6s1YhKeMg_9__1666f48b_00_000000_000088,baseline,up the order and just a little bit over the edge,to the neurosurgeon she's sitting up in the operating,0.5050493499471082,81.8,1.18,2,N,,,N,judged
mZ6s1YhKeMg_9__1666f48b_00_000000_000088,hyp_mbr,up the order and just a little bit over the edge,to the neurosurgeon she's sitting up in the operating,0.498,81.8,1.18,2,N,,,N,judged
mZ6s1YhKeMg_9__1666f48b_00_000000_000088,hyp_vote_score,up the order and just a little bit over the edge,to the neurosurgeon she's sitting up in the operating,0.551,81.8,1.18,2,N,,,N,judged
mZ6s1YhKeMg_9__1666f48b_00_000000_000088,hyp_vote_conf,up the order and just a little bit over the edge,to the i'm she's sitting up in the operating,0.547,81.8,1.18,2,N,,,N,judged
mcSPmyFyhOU_15__efa8e28b_00_000000_000213,baseline,bravo bravo it is a great and beautiful day and i'm so glad to be with you a lot of people have,own pravo it's a great and beautiful day and i'm so glad to be with you you know a lot of people have,0.9060783813829008,27.3,3.43,4,P,key+struct,detail,P:key+struct/-detail,judged
mcSPmyFyhOU_15__efa8e28b_00_000000_000213,hyp_mbr,bravo bravo it is a great and beautiful day and i'm so glad to be with you a lot of people have,own pravo it's a great and beautiful day and i'm so glad to be with you you know a lot of people have,0.819,27.3,3.43,4,Y,,,Y,judged
mcSPmyFyhOU_15__efa8e28b_00_000000_000213,hyp_vote_score,bravo bravo it is a great and beautiful day and i'm so glad to be with you a lot of people have,own pravo it's a great and beautiful day and i'm so glad to be with you you know a lot of people have,0.718,27.3,3.43,4,Y,,,Y,judged
mcSPmyFyhOU_15__efa8e28b_00_000000_000213,hyp_vote_conf,bravo bravo it is a great and beautiful day and i'm so glad to be with you a lot of people have,own it's a great and beautiful day and i'm so glad to be with you you know a lot of people have,0.731,27.3,3.43,4,P,key+struct,detail,P:key+struct/-detail,judged
mdfB9CJFExs_1__59f8302a_00_000000_000095,baseline,i'm sorry i've forgotten your name,i'm sorry i've forgotten your name,0.8740189472834269,0.0,5.0,5,Y,,,Y,judged
mdfB9CJFExs_1__59f8302a_00_000000_000095,hyp_mbr,i'm sorry i've forgotten your name,i'm sorry i've forgotten your name,0.732,0.0,5.0,5,Y,,,Y,judged
mdfB9CJFExs_1__59f8302a_00_000000_000095,hyp_vote_score,i'm sorry i've forgotten your name,i'm sorry i've forgotten your name,0.573,0.0,5.0,5,Y,,,Y,judged
mdfB9CJFExs_1__59f8302a_00_000000_000095,hyp_vote_conf,i'm sorry i've forgotten your name,i'm sorry i've forgotten your name,0.583,0.0,5.0,5,Y,,,Y,judged
me4NK5EgjRY_1__0915b2cb_00_000000_000073,baseline,we also have remote boom and bucket position,2000 miles across the united states,0.4222048909092943,100.0,0.67,1,N,,,N,judged
me4NK5EgjRY_1__0915b2cb_00_000000_000073,hyp_mbr,we also have remote boom and bucket position,2000 miles across the united states,0.446,100.0,0.67,1,N,,,N,judged
me4NK5EgjRY_1__0915b2cb_00_000000_000073,hyp_vote_score,we also have remote boom and bucket position,2000 miles across the united states,0.516,100.0,0.67,1,N,,,N,judged
me4NK5EgjRY_1__0915b2cb_00_000000_000073,hyp_vote_conf,we also have remote boom and bucket position,was miles across the united states,0.51,100.0,0.67,1,N,,,N,judged
mej5G8nyS3Y_8__6b4b151d_00_000000_000087,baseline,then this program is for you,this program is virtually,0.6594580113887787,50.0,2.91,3,P,struct,key,P:struct/-key,judged
mej5G8nyS3Y_8__6b4b151d_00_000000_000087,hyp_mbr,then this program is for you,this program is virtually,0.613,50.0,2.91,3,P,struct,key,P:struct/-key,judged
mej5G8nyS3Y_8__6b4b151d_00_000000_000087,hyp_vote_score,then this program is for you,this program is virtually,0.638,50.0,2.91,3,P,key,detail,P:key/-detail,judged
mej5G8nyS3Y_8__6b4b151d_00_000000_000087,hyp_vote_conf,then this program is for you,this program is virtually,0.641,50.0,2.91,3,P,struct,key,P:struct/-key,judged
mgOhPGfqc2Q_7__2ab62cb5_00_000000_000181,baseline,i'm sure somebody can explain how and why that happens i don't really care at the moment,i'm sure somebody can explain how what happened and why at the moment or how we are,0.7037454703274895,64.7,2.74,3,P,key+struct,detail,P:key+struct/-detail,judged
mgOhPGfqc2Q_7__2ab62cb5_00_000000_000181,hyp_mbr,i'm sure somebody can explain how and why that happens i don't really care at the moment,i'm sure somebody can explain how what happened and why at the moment or how we are,0.637,64.7,2.74,3,P,key+sem,detail,P:key+sem/-detail,judged
mgOhPGfqc2Q_7__2ab62cb5_00_000000_000181,hyp_vote_score,i'm sure somebody can explain how and why that happens i don't really care at the moment,i'm sure somebody can explain how what happened and why at the moment or how we are,0.661,64.7,2.74,3,P,key,detail,P:key/-detail,judged
mgOhPGfqc2Q_7__2ab62cb5_00_000000_000181,hyp_vote_conf,i'm sure somebody can explain how and why that happens i don't really care at the moment,i'm sure somebody can explain how what happened and are at the moment or how are,0.672,64.7,2.74,3,P,key+struct,detail,P:key+struct/-detail,judged
mjWhOZiP2QM_0__c166a617_00_000000_000152,baseline,electronics internals to make this just a little bit faster than before,electronic tweezers to make these just a little bit faster than before so they look,0.7849386076132456,50.0,3.1,4,P,key+sem,detail,P:key+sem/-detail,judged
mjWhOZiP2QM_0__c166a617_00_000000_000152,hyp_mbr,electronics internals to make this just a little bit faster than before,electronic tunes to make these just a little bit faster than before so they look,0.695,50.0,3.1,4,P,key+sem,detail,P:key+sem/-detail,judged
mjWhOZiP2QM_0__c166a617_00_000000_000152,hyp_vote_score,electronics internals to make this just a little bit faster than before,electronic needles to make these just a little bit faster than before so they look,0.689,50.0,3.1,4,Y,,,Y,judged
mjWhOZiP2QM_0__c166a617_00_000000_000152,hyp_vote_conf,electronics internals to make this just a little bit faster than before,electronic tunes to make these just a little bit faster than before so they look,0.689,50.0,3.1,4,P,key+struct,detail,P:key+struct/-detail,judged
mnsm18UStpg_4__a67fae4e_00_000000_000092,baseline,and speak to and interact with both the,2000 years ago and,0.22883596178144217,87.5,0.69,1,N,,,N,judged
mnsm18UStpg_4__a67fae4e_00_000000_000092,hyp_mbr,and speak to and interact with both the,2000 years ago when,0.338,100.0,0.69,1,N,,,N,judged
mnsm18UStpg_4__a67fae4e_00_000000_000092,hyp_vote_score,and speak to and interact with both the,2000 years ago the,0.507,87.5,0.69,1,N,,,N,judged
mnsm18UStpg_4__a67fae4e_00_000000_000092,hyp_vote_conf,and speak to and interact with both the,years ago the,0.512,87.5,0.69,1,N,,,N,judged
msf0MSoEric_0__bda0c153_00_000000_000140,baseline,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,0.8965072589261192,10.0,4.51,5,Y,,,Y,judged
msf0MSoEric_0__bda0c153_00_000000_000140,hyp_mbr,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,0.801,10.0,4.51,5,Y,,,Y,judged
msf0MSoEric_0__bda0c153_00_000000_000140,hyp_vote_score,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,0.678,10.0,4.51,5,P,struct+key,detail,P:struct+key/-detail,judged
msf0MSoEric_0__bda0c153_00_000000_000140,hyp_vote_conf,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,0.681,10.0,4.51,5,P,key+struct,detail,P:key+struct/-detail,judged
msf0MSoEric_3__a31726ab_00_000000_000169,baseline,as were as they were supposed to be a let's say an answer to so,was it supposed to be a let's say an answer to sonia,0.7820885330438614,40.0,3.29,4,P,struct,key,P:struct/-key,judged
msf0MSoEric_3__a31726ab_00_000000_000169,hyp_mbr,as were as they were supposed to be a let's say an answer to so,was it supposed to be a let's say an answer to sonia,0.722,40.0,3.29,4,Y,,,Y,judged
msf0MSoEric_3__a31726ab_00_000000_000169,hyp_vote_score,as were as they were supposed to be a let's say an answer to so,was it supposed to be a let's say an answer to sonia,0.636,40.0,3.29,4,P,struct,key,P:struct/-key,judged
msf0MSoEric_3__a31726ab_00_000000_000169,hyp_vote_conf,as were as they were supposed to be a let's say an answer to so,was it supposed to be a let's say an answer to sonia,0.637,40.0,3.29,4,P,struct,key,P:struct/-key,judged
mwcD7gKRv2g_18__a7fed639_00_000000_000119,baseline,on a charge,and he can get charged without having to,0.7082381173968315,266.7,0.85,1,P,key,detail,P:key/-detail,judged
mwcD7gKRv2g_18__a7fed639_00_000000_000119,hyp_mbr,on a charge,and he can get charged without having to,0.612,266.7,0.85,1,P,struct,key,P:struct/-key,judged
mwcD7gKRv2g_18__a7fed639_00_000000_000119,hyp_vote_score,on a charge,and he can get charged without having to,0.62,266.7,0.85,1,P,sem,key,P:sem/-key,judged
mwcD7gKRv2g_18__a7fed639_00_000000_000119,hyp_vote_conf,on a charge,and he can get charge without having to,0.623,233.3,0.85,1,P,key,detail,P:key/-detail,judged
mycVSMyShk8_0__11acea40_00_000000_000325,baseline,of kernels out there for us to try and play with some are proprietary some are open source there's the freebsd kernel there's the contiki kernel there's the freertos kernel,of codes out there for us to try and be in some are proprietary some are open source it's a free mhc there is a good ceu there is the free arnold shwarzenegger,0.7341142590298797,56.7,2.24,3,P,struct,key,P:struct/-key,judged
mycVSMyShk8_0__11acea40_00_000000_000325,hyp_mbr,of kernels out there for us to try and play with some are proprietary some are open source there's the freebsd kernel there's the contiki kernel there's the freertos kernel,of codes out there for us to try and be in some are proprietary some are open source it's a free mhc there is a good ceu there is the free arthritis to you,0.659,60.0,2.24,3,P,struct,key,P:struct/-key,judged
mycVSMyShk8_0__11acea40_00_000000_000325,hyp_vote_score,of kernels out there for us to try and play with some are proprietary some are open source there's the freebsd kernel there's the contiki kernel there's the freertos kernel,of codes out there for us to try and be in some are proprietary some are open source it's a free mhc there is a good ceu there is the free to you,0.69,56.7,2.24,3,P,key,detail,P:key/-detail,judged
mycVSMyShk8_0__11acea40_00_000000_000325,hyp_vote_conf,of kernels out there for us to try and play with some are proprietary some are open source there's the freebsd kernel there's the contiki kernel there's the freertos kernel,of codes out there for us to try and be in some are proprietary some are open source it's a free mhc there there's a good ceu there is the free to you,0.69,53.3,2.24,3,P,key+struct,detail,P:key+struct/-detail,judged
n1L1-fnEWLY_0__9c62a683_00_000000_000214,baseline,all of us to have abundance in our life to have prosperity in our life very very important,all of us have a past and i have a very very important,0.7154871775553777,55.6,2.6,3,P,key,detail,P:key/-detail,judged
n1L1-fnEWLY_0__9c62a683_00_000000_000214,hyp_mbr,all of us to have abundance in our life to have prosperity in our life very very important,all of us to have a purpose and i have a very very important,0.649,50.0,2.6,3,P,key+sem,detail,P:key+sem/-detail,judged
n1L1-fnEWLY_0__9c62a683_00_000000_000214,hyp_vote_score,all of us to have abundance in our life to have prosperity in our life very very important,all of us have a past and i have a very very important,0.684,55.6,2.6,3,P,sem,key,P:sem/-key,judged
n1L1-fnEWLY_0__9c62a683_00_000000_000214,hyp_vote_conf,all of us to have abundance in our life to have prosperity in our life very very important,all of us have a past and i have have very very important,0.688,55.6,2.6,3,P,key,detail,P:key/-detail,judged
n1ZyOwLb1Hg_0__09385031_00_000000_000198,baseline,i think any industry can benefit but obviously we're focused on document intensive workflows and we've had most traction in those,i like to study it but obviously we've focused on the neanderthal remains of wall paintings and we have had most challenging leaders,0.5841138379081435,81.0,1.93,2,N,,,N,judged
n1ZyOwLb1Hg_0__09385031_00_000000_000198,hyp_mbr,i think any industry can benefit but obviously we're focused on document intensive workflows and we've had most traction in those,i like to study it by the fact but obviously we've focused on the neanderthal kin of woolly mammoths and we have had most challenging leaders,0.561,90.5,1.93,2,P,struct,key,P:struct/-key,judged
n1ZyOwLb1Hg_0__09385031_00_000000_000198,hyp_vote_score,i think any industry can benefit but obviously we're focused on document intensive workflows and we've had most traction in those,i like to study it but obviously we've focused on the neanderthal kin of wall paintings and we have had most challenging leaders,0.651,81.0,1.93,2,N,,,N,judged
n1ZyOwLb1Hg_0__09385031_00_000000_000198,hyp_vote_conf,i think any industry can benefit but obviously we're focused on document intensive workflows and we've had most traction in those,i like to study it but obviously we've focused on the neanderthal kin of modern humans and we had most challenging leaders,0.658,76.2,1.93,2,N,,,N,judged
n3bdLTNa9A8_2__ad35f419_00_000000_000348,baseline,segwit really does work pretty good for a bitcoin now that it's quick so you saw how quick that was to transfer the same thing goes for an exchange now i should have some,,,100.0,0.0,1,N,,,auto-N,auto
n3bdLTNa9A8_2__ad35f419_00_000000_000348,hyp_mbr,segwit really does work pretty good for a bitcoin now that it's quick so you saw how quick that was to transfer the same thing goes for an exchange now i should have some,,,100.0,0.0,1,N,,,auto-N,auto
n3bdLTNa9A8_2__ad35f419_00_000000_000348,hyp_vote_score,segwit really does work pretty good for a bitcoin now that it's quick so you saw how quick that was to transfer the same thing goes for an exchange now i should have some,,,100.0,0.0,1,N,,,auto-N,auto
n3bdLTNa9A8_2__ad35f419_00_000000_000348,hyp_vote_conf,segwit really does work pretty good for a bitcoin now that it's quick so you saw how quick that was to transfer the same thing goes for an exchange now i should have some,,,100.0,0.0,1,N,,,auto-N,auto
n66J1r2YZXo_1__24246ffb_00_000000_000141,baseline,and it's important to say kassaaa you have only two,is important to keep asking why you have only two,0.7271151840686798,50.0,3.71,4,P,key,detail,P:key/-detail,judged
