utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
gUxPZ0IrmOk_8__62c4d40e_00_000000_000069,by the social conventions in other cultures like the hopi,by the social innovators in our culture at the open,0.7065300315618515,50.0,P,by the social innovators in our culture at the open,0.633,50.0,P,by the social innovators in our culture at the open,0.662,50.0,P,by the social innovators in our culture at the open,0.667,50.0,P
ge7UowL0d3U_2__fdf2aa31_00_000000_000300,they insist that the positivist legal philosophy doesn't exhaust our understanding of law there's something more to it and that something more introduces some important moral characteristics or dimensions to the concept of law,sense that the positive is legal philosophy doesn't exclude now understanding of law there's something more towards and then something more introducing some important moral characteristics which i mentioned to the concept of law,0.8266680832294857,38.2,P,sense that the positivist legal philosophy doesn't exhaust our understanding of law there's something more towards and then something more introducing some important moral characteristics which i mentioned to the concept of law,0.745,26.5,Y,sense that the positivist legal philosophy doesn't exclude now understanding of law there's something more towards and then something more introducing some important moral characteristics which i mentioned to the concept of law,0.694,32.4,P,sense that the positivist legal philosophy doesn't to now understanding of law there's something more towards and then something more introducing some important moral characteristics which i mentioned to the concept of law,0.695,32.4,Y
ge7UowL0d3U_2__fdf2aa31_01_000250_000310,or dimensions to the concept of law,or dimensions to the concept of law,0.7924906866891044,0.0,Y,or dimensions to the concept of law but,0.666,14.3,Y,or dimensions to the concept of law,0.635,0.0,Y,or dimensions to the concept of law,0.642,0.0,Y
giv76CLEbeo_11__7d282580_00_000000_000129,so we have here six apples because we find,we have in our six children because we feel,0.6899729404184554,55.6,P,we have in our six children because we feel,0.613,55.6,P,we have in our six children because we feel,0.656,55.6,P,we have in our six children because we feel,0.662,55.6,P
gjYfOanm0-c_3__fefa12af_00_000000_000249,i'm just using one program to start it off for today so i can kind of learn and get the gist of what i'm doing with sdr so i'm using a program called,notes i'm just using one program to start it off with today so i can kind of learn in the gist of what i am doing with this year so i am using a program called,0.845603512134403,30.3,Y,notes i'm just using one program to start it off with today so i can kind of learn in the gist of what i am doing with this year so i am using a program called,0.75,30.3,Y,notes i'm just using one program to start it off with today so i can kind of learn in the gist of what i am doing with this year so i am using a program called,0.707,30.3,P,i'm just using one program to start it off with today so i can kind of learn in the gist of what i am doing with this year so i am using a program called,0.714,27.3,P
gkgQsa0vXkU_17__e1061855_00_000000_000237,but not all bees make honey insects like bumblebees stingless bees and even honey wasps can produce small amounts of honey but the stuff you're familiar with is the product of one of the seven,not honey is made honey it sounds like bumblebees a single bee can even honey wasps can produce small amounts of honey but the stuff you're familiar with is the product of one of the 70,0.8355339906281896,31.4,P,not honey is made honey it sounds like bumblebees a single bee can even honey wasps can produce small amounts of honey but the stuff you're familiar with is the product of one of the 70,0.74,31.4,P,not honey is made honey it sounds like bumblebees a single bee can even honey wasps can produce small amounts of honey but the stuff you're familiar with is the product of one of the 70,0.686,31.4,P,not is made honey it sounds like bumblebees a single bee can even honey wasps can produce small amounts of honey but the stuff you're familiar with is the product of one of the 70,0.692,31.4,P
gwgzTsO46yc_9__85315e13_00_000000_000190,funny anyway because let's face it it's a president being attacked by a great rabbit i mean that's great can you imagine just translating it here gordon brown is out,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
gxJjtUCqnlQ_14__8b2c6ee8_00_000000_000255,welcome back as you may know this sunday marks the 100 year anniversary of the titanic disaster and it's been 27 years since the remains of the luxury liner were discovered at the bottom of the atlantic,,,100.0,N,welcome back as you may already suspect mars the 100 year anniversary of the titanic disaster has been 27 years since the remains of the luxury liner were discovered at the bottom of the atlantic,0.762,16.2,P,,,100.0,N,,,100.0,N
gz-WGJdijWU_0__c236a3c3_00_000000_000160,if you think you're pretty handy building a snowman you might want to get yourself to northeast china,as if they were handing out snowballs you might want to get stuffed the truth is shining,0.5676666800590122,77.8,P,as if it were an antibiotic snowman you might want to get stuffed the truth is shiny,0.563,72.2,P,as if it were an antibiotic snowman you might want to get stuffed the truth is shining,0.579,72.2,P,you're if to were an antibiotic snowman you might want to get the truth is shining,0.585,66.7,P
gzljNv0U75Y_6__14da3401_00_000000_000091,link down there,down there go over there and watch the videos yourself,0.8835238218307495,300.0,P,down there go over there and watch the videos yourself,0.752,300.0,P,down there go over there and watch the videos yourself,0.63,300.0,P,down there go over there and watch the videos yourself,0.639,300.0,P
h2Q50nvarrE_14__eb453ca4_00_000000_000208,and saying hey tell me what to play i need a hot stock pick you are letting them shove their hands you get the point and you are becoming a puppet,now tell me what do you play at high stakes poker do you raise your hands or do you keep your hands in your pocket,0.5877359187602997,83.9,P,today tell me what do you play at high stakes poker do you raise your hands do you bluff do you come in a pot,0.556,77.4,P,today tell me what do you play at high stakes poker do you raise your hands do you keep your come in a pot,0.643,80.6,N,today tell me what do you play at high stakes poker do you raise your hands do you do your hands in a pocket,0.646,80.6,P
h6WS7-rNvoQ_10__c0f29150_00_000000_000091,and where is jeff,he wore his jeans,0.6400735080242157,100.0,N,he wore his jeans,0.563,100.0,N,he wore his jeans,0.532,100.0,N,he wore his jeans,0.535,100.0,N
h6h5sifEkUI_10__ca7ca0bb_00_000000_000257,to supplying your body with these essentials your bug out bag is there to provide for contingencies that may occur along the way repairing your body if it is injured hygiene,supply your body with these essentials your buck up pack is there to provide for contingencies that may occur along the way we bear your body if it's injured i j,0.8184833983259816,35.5,P,supply your body with these essentials your buckup bag is there to provide for contingencies that may occur along the way we bear your body if it's injured i j,0.756,32.3,P,supply your body with these essentials your buckup bag is there to provide for contingencies that may occur along the way we bear your body if it's injured i j,0.695,32.3,P,supply your body with these essentials your up bag is there to provide for contingencies that may occur along the way we bear your body if it's injured i j,0.697,32.3,P
h6yzdL1tN9U_9__16b0e01c_00_000000_000154,readers out there because they're everywhere and remember you want to network,when i was a little girl i always wanted to be a princess,0.4300729234058123,108.3,N,when i was a little girl i always wanted to be a princess,0.464,108.3,N,when i was a little girl i always wanted to be a princess,0.627,108.3,N,when i was a little girl i always wanted to be a princess,0.633,108.3,N
h7L7lo2nsY8_30__efb95d1e_00_000000_000099,and ask us what plane to put this sketch on so we'll click,it just takes a second to decide that i don't want to,0.504503920674324,92.3,N,it doesn't take a genius to see that i don't want to,0.471,92.3,N,it doesn't take a genius to see that i don't want to,0.612,92.3,N,it just take a genius to see that i don't want to,0.616,92.3,N
h9tyXh2SDRM_11__83a830be_00_000000_000130,back in the day i'm saying nowadays there's beautiful colors flyers lights you,but it doesn't end there now let's take this beautiful knowledge and apply it to the real world so,0.4564425200223923,138.5,N,but it doesn't end there now let's take this beautiful knowledge and apply it to the,0.482,115.4,N,but it doesn't end there now let's take this beautiful knowledge and apply it to the real,0.543,123.1,N,but it doesn't there now now take this beautiful knowledge and apply it to find,0.546,107.7,N
hEgEHHnb4zc_19__33c8d34c_00_000000_000221,in this series we will learn new words by the pms method personal meaning system,in this series we will learn new words by the b amp m accelerated person meaning system,0.7843794344979174,33.3,P,in this series we will learn new words by the b amp m accelerated person meaning system,0.715,33.3,P,in this series we will learn new words by the b amp m accelerated person meaning system,0.644,33.3,P,in this series we will learn new words by the m accelerated person meaning system,0.666,20.0,P
hFwUPfEQsIU_1__c941ac1d_00_000000_000114,have to back that stuff up because it's automatically backed up by its very nature,to back that stuff up because it's automatically backed up and is very engaging,0.8595795434500489,26.7,P,to back that stuff up because it's automatically backed up and is very engaging,0.758,26.7,P,to back that stuff up because it's automatically backed up and is very engaging,0.624,26.7,P,to back that stuff up because it's automatically backed up and its very engaging,0.632,20.0,P
hLFhMfQRzGY_28__29836a59_00_000000_000095,put on your humanity and has really constrained you,her to her body and has really strengthened her,0.6490582476059595,66.7,N,her to the melody and has really strengthened her,0.559,66.7,P,her to the melody and has really strengthened to,0.572,66.7,N,her to the body and has really strength to,0.582,66.7,N
hNE08YQ-VYQ_0__731ff458_00_000000_000091,mylinux services where your time is spent,my client's services where their time is spent,0.70043034106493,42.9,P,my client's services where your time is spent,0.624,28.6,P,my client's services where your time is spent,0.643,28.6,P,my client's services where your time is spent,0.649,28.6,P
hNIHiiSBa0E_0__561bdfe5_00_000000_000203,and she said i'm not going to see it but you will see it she says to the one there tears streaming down their eyes,and she said i'm not going to see it because you wouldn't see it so one day her eyes,0.7516872706381899,44.0,P,and she said i'm not going to see it because you would see it as an insult to you so one day her eyes,0.666,48.0,P,and she said i'm not going to see it because you would see it so one day her eyes,0.682,44.0,P,and she said i'm not going to see it because you would see it so one day her eyes,0.683,44.0,P
hQVp9N5flP8_6__153268ef_00_000000_000153,malahim they are servants of our father and they are also the bible says they are our brethren,team they also serve as their fathers and they are also the babysitters on long plane trips,0.4900483291815309,66.7,P,team they also serve as their fathers and they are also the babysitters on long plane trips,0.498,66.7,N,team they also serve as their fathers and they are also the babysitters on long plane trips,0.698,66.7,P,team they also serve as their fathers and they are also the babysitters on long plane trips,0.696,66.7,P
hQWXTz503e0_0__9fd4d231_00_000000_000309,one year leases on the ground they hated to build the soil up when they knew they might lose it at some point so you know there's got to be this working relationship that we're,one year lease on the ground they built the soil up underneath they knew they might lose it at some point so there's got to be this working relationship,0.7759937644004822,25.7,P,one year lease on the ground they built the soil up underneath they knew they might lose it at some point so there's got to be this working relationship,0.696,25.7,P,one year lease on the ground they built the soil up underneath they knew they might lose it at some point so there's got to be this working relationship,0.689,25.7,Y,one year lease on the ground they build the soil up underneath they knew they might lose it at some point so there's got to be this working relationship,0.691,22.9,P
hRAfvWIa8aE_0__f7979027_00_000000_000263,i should have it at the patriot nurses website the patriot nurses supply stash the bragg's liquid aminos is organic soy sauce basically,and i should have another petition to start a website that petitions to ban plastic wrap because it's an organic toxin and,0.597108013250611,82.6,N,and i should have another petition on our website that petition to ban the pesticide atrazine because it's an organic toxin and,0.547,82.6,P,and i should have another petition on our website that petition to ban plastic wrap because it's an organic toxin and,0.617,82.6,P,and i should have another petition start our website that petition to ban plastic be because it's an organic toxin based,0.62,82.6,P
hW7oKDEwatI_1__d01184a9_00_000000_000139,basically says that no senator can speak more than twice on a pending question,says that no senator gets to be more than twice on pandering question,0.7466143071651459,42.9,P,says that no senator gets to be more than twice on pending question,0.645,35.7,P,says that no senator gets to be more than twice on pending question,0.635,35.7,P,says that no senator gets to be more than twice on pending question,0.644,35.7,Y
hZZCD0xhWds_1__2a88900c_00_000000_000142,today we're going to give you a behind the scenes look at what we've been doing in the stage 3 colts lesson,ted i'm really glad you're here thank you so much for being here it's an honor to have you,0.5861082449555397,100.0,N,ted i'm really glad you're here thank you so much for being here it's an honor to have you,0.56,100.0,N,ted i'm really glad you're here thank you so much for being here it's an honor to have you,0.628,100.0,N,say i'm really to be here thank you much for being here it's an honor to have you,0.637,95.5,N
hhDbEaVQXJc_0__89d21051_00_000000_000102,from another game that is doing that oh intentionally,for a long time that is doing that so let's,0.832714781165123,66.7,N,a long time that is doing that so let's,0.715,55.6,P,for a long time that is doing that so let's,0.623,66.7,P,a long time that is doing that so let's,0.64,55.6,P
hkIbDHKFsfk_18__e69e213d_00_000000_000119,i'm creating i will have to like clean my area,i will have lesbians in my area,0.6892403789928981,50.0,N,i will have lesbians in my area,0.662,50.0,N,i will have lesbians in my area,0.628,50.0,N,i will have legalist in my area,0.639,50.0,P
hkrgZ4BB6ME_3__06773f48_00_000000_000140,when you put everything in the pot you need to cook until everything is dissolved,when you put everything in pause looking sure you know everything is solved and,0.7561121697404555,60.0,P,when you put everything in pause looking sure you know everything is solved and,0.659,60.0,P,when you put everything in pause looking sure you know everything is solved and,0.66,60.0,P,when you put everything in pause a sure you know everything is solved and,0.665,60.0,P
hnlfIGUbnCU_0__f6980dec_00_000000_000090,my little practice pieces and i always start off black and white,praise be to god and i always love black and,0.7801619112491608,58.3,P,praise be and i always love black and,0.671,58.3,P,praise be to god and i always love black and,0.61,58.3,P,be god and i always love black and,0.64,58.3,P
hpQg5AQrxwg_0__2b011c35_00_000000_000091,for the american people do we have more freedom or less,i think we have to wait more for freedom than that,0.6414994299411774,90.9,P,i think we have to wait more for freedom than that,0.58,90.9,P,i think we have to wait more for freedom than that,0.619,90.9,P,i think we have to wait more for freedom than that,0.624,90.9,P
hr7jSmLKT8o_0__bf496dac_00_000000_000076,and most do not cause symptoms at all,most do not know the symptoms at all,0.8589339777827263,37.5,P,most do not go to symptoms at all,0.772,37.5,Y,most do not know the symptoms at all,0.666,37.5,P,most do not to symptoms at all,0.698,25.0,P
ht5UmddONww_18__e857c2a5_00_000000_000213,immigration law immigration act 2014 has brought down the number of appeals against home office,migration to london immigration act 2014 has brought down the number of immigrants against obviously,0.6361647581060728,40.0,P,migration to london immigration act 2014 has brought down the number of appeals against decisions,0.615,33.3,P,migration to london immigration act 2014 has brought down the number of appeals against obviously,0.692,33.3,P,migration to london immigration act 2014 has brought down the number of appeals against obviously,0.693,33.3,P
huHPzDF1D30_1__ecd81d96_00_000000_000314,so many stories have been spreading around the internet about the 1 5 million dollar powerball winners and what they've been doing with their earnings there was obviously only one winning ticket but it was divided between three people,many stories have been spreading around the internet about the 1 5 million powerball winners and what they've been doing with their earnings there was obviously only one winning ticket but it was divided between three people,0.9504483245514534,5.1,Y,many stories have been spreading around the internet about the 1 5 million powerball winners and what they've been doing with their earnings there was obviously only one winning ticket but it was divided between three people,0.838,5.1,Y,many stories have been spreading around the internet about the 1 5 million powerball winners and what they've been doing with their earnings there was obviously only one winning ticket but it was divided between three people,0.709,5.1,Y,many stories have been spreading around the internet about the 1 5 million powerball winners and what they've been doing with their earnings there was obviously only one winning ticket but it was divided between three people,0.716,5.1,Y
hwpTI0jpjOA_0__d9b7b9cd_00_000000_000115,i'll do this it's okay,but,0.014871534891426563,100.0,N,but,0.15,100.0,N,but,0.495,100.0,N,you,0.512,100.0,N
i-rsqxw1P4I_7__ae04f83b_00_000000_000261,well my friend this is actually a really easy answer money samsung went all out with the marketing of their galaxy line of phones so when the,my friend and this is actually a really easy answer money as i said went all out with the marketing of their talent like phones with the,0.8396411538124084,37.0,P,my friend and this is actually a really easy answer money as amanda said went all out with the marketing of their talent like phones with the,0.732,37.0,P,my friend and this is actually a really easy answer money as amanda said went all out with the marketing of their talent like phones with the,0.689,37.0,P,my friend and this is actually a really easy answer money as turns out went all out with the marketing of their talent like phones with,0.698,40.7,P
i0GPilA7ivk_1__53f15bb4_00_000000_000111,you might be familiar with some of our products so as you can see on the left hand side here,you might be familiar with some of our products that are eyes on the left hand side,0.8538349612670786,30.0,P,you might be familiar with some of our products that are eyes on the left hand side,0.741,30.0,Y,you might be familiar with some of our products that are eyes on the left hand side,0.702,30.0,P,might be familiar with some of our products that are eyes on the left hand side,0.713,35.0,P
iBLXDIoM4Ho_14__50e343d6_00_000000_000349,because it's so much kind of simpler to get started and hosted and everything and then i played with a few frameworks like codeigniter and eventually wrote laravel,maybe it's because i'm a little bit that i have some weird guitar noises and everything and then i play with a full five piece orchestra and if you see the whole interview,0.6108628719141989,85.7,P,maybe it's because i'm a little bit that i have some grey hairs and wrinkles and everything and then i play with a full five piece orchestra and if you see the whole interview,0.58,85.7,N,maybe it's because i'm a little bit that i have some hairs and wrinkles and everything and then i play with a full five piece orchestra and if you see the whole interview,0.552,82.1,N,maybe it's because i'm a little bit that i have some hair and wrinkles and everything and then i play with a five piece orchestra and if you see the whole interview,0.55,82.1,N
iFeVGu3dxA0_28__3e6df930_00_000000_000176,out how he's going to get to school is he going to ride a car is he going to ride a bike what is he going to do,out how did he get to school did he take a red car did he ride a bike what did he,0.7245299741625786,53.6,P,out how did he get to school did he take a red car did he ride a bike what did he,0.63,53.6,P,out how did he get to school did he take a red car did he ride a bike what did he,0.611,53.6,P,out how did he get to school did he take a red car did he ride a bike did he,0.619,57.1,P
iIs47g4frOk_20__319023b9_00_000000_000088,lovely simone and francesca my lovely assistant,of legal support and financial support,0.5172102234015862,100.0,N,of legal support and financial support,0.5,100.0,N,of legal support and financial support,0.625,100.0,N,of this support and financial support,0.627,100.0,N
iJxhlnulwMA_6__26f201cb_00_000000_000317,a price that was beyond what the limit was they gave in the commercial for this commercial they gave a limit that will actually like you can get a mac with everything that she's saying so,and i'll tell you what i'm,0.3155882495145003,97.2,N,and i'll tell you what i'm,0.418,97.2,N,and i'll tell you what i'm,0.534,97.2,N,going to tell you what i'm,0.528,97.2,N
iJxvSh6PbTc_4__12c45eac_00_000000_000193,area have been showing zygites addendum and even zygites to their class and discussing it,i've been sharing the stage at the meetings for decades with alexandria and,0.6004737031001312,93.3,N,i've been sharing the stage at the meetings for decades with alexandria and,0.573,93.3,N,i've been sharing the stage at the meetings for decades with alexandria and,0.592,93.3,N,i've been sharing at stage at the meetings for decades with alexandria and,0.588,93.3,N
iRtsRJhrD5Y_8__dd680175_00_000000_000233,i looked and i saw i was wrong i was lied to just as everyone else,learned and i just thought i was wrong i was lied to just like everyone else but,0.8639828632859623,37.5,P,learned and i just thought i was wrong i was lied to just like everyone else but,0.732,37.5,Y,learned and i just thought i was wrong i was lied to just like everyone else but,0.653,37.5,P,learned and i just thought i was wrong i was lied to just like everyone else but,0.657,37.5,Y
iSwwWVy2fA8_0__92c53d28_00_000000_000091,i can't wait to read a whole book about them only to discover that,person i can't wait to read the whole book about them only to discover that,0.8700346151987711,14.3,Y,books i can't wait to read the whole book about them only to discover that,0.77,14.3,Y,person i can't wait to read the whole book about them only to discover that,0.68,14.3,Y,books i can't wait to read the whole book about them only to discover that,0.685,14.3,Y
igP8qs4tve8_6__9a6b56fa_00_000000_000246,the answer is no i cannot just leave it there because hydrogen only wants to have one bond and now it has two if i make that bond i'm going to have to break it,like it's just no idea i just didn't even know there was such a word and now i do so if i play that part i'm becoming familiar with,0.6408499764471218,77.1,N,like it's just no idea i just didn't even know there was such a word and now i do so if i play that part i'm becoming familiar with,0.587,77.1,N,like it's just no idea i just didn't even know there was such a word and now i do so if i play that part i'm becoming familiar with,0.64,77.1,N,like it's just no idea i just didn't even know could was such a bird and now i do so if i play that part i'm be familiar with,0.64,77.1,N
ih6EhNsHCfg_21__13f0ea4b_00_000000_000072,to get help along the way for instance if you're not a graphic designer,when i was a little boy i was,0.3858483403455466,100.0,N,when i was a little boy i was,0.433,100.0,N,when i was a little boy i was,0.606,100.0,N,when i was a little school i was,0.605,100.0,N
ime3AkO6BrM_0__2b695770_00_000000_000093,go ahead and get these bad boys out of the box and see how they stack up to the competition,get these bad boys out of the box and take it to the competition,0.7871462426015309,40.0,P,get these bad boys out of the box and take it to the competition,0.67,40.0,P,get these bad boys out of the box and take it to the competition,0.652,40.0,P,get these bad boys out of the box and take it to the competition,0.66,40.0,P
irP5RCdpilc_5__18b7f804_00_000000_000168,had a floodplain the size of france it was truly massive and i was working with a group,a flight plan the size of france it was huge and i was working with a group,0.8367513172766742,27.8,P,a flight plan the size of france it was truly massive and i was working with a group,0.772,16.7,P,a flight plan the size of france it was massive and i was working with a group,0.681,22.2,Y,a flight plan the size of france it was massive and i was working with a group,0.683,22.2,P
itsb2SqR-R0_0__4e5b3db0_00_000000_000105,so enzymes are just like whatever ingenious machinery they use the factory to make this okay let's,ask them to design whatever machinery they use in the factory to make ted's,0.7174218403441566,58.8,P,ask them to design whatever machinery they use in the factory to make ted's,0.652,58.8,P,ask them to design whatever machinery they use in the factory to make ted's,0.633,58.8,P,ask them to design whatever machinery they use in the factory to make ted's,0.639,58.8,P
iwpcigkAeco_25__28676efc_00_000000_000120,which is the t5i line the 700d line so i think we're going to see a 700d line,1995 i think that's a good year to start so i think we can see,0.5229654005418222,83.3,N,1995 i think that's a good year to start so i think we can see,0.514,83.3,N,1995 i think that's a good year to cnn so i think we to see,0.553,77.8,P,cnn i think that's know good year to cnn so i think we to see,0.559,77.8,P
j2ctB3pUYFU_0__03a4f1bd_00_000000_000098,photoplasmic projections of the collective,he asked me to judge his case,0.39280558271067484,140.0,N,he asked me to judge his case,0.441,140.0,N,he asked me to judge his case,0.619,140.0,N,he asked me to the his to,0.624,120.0,N
j9EUO6q-C3g_0__9c4dd2e3_00_000000_000148,teaspoon of baking soda and salt you may say,beethoven sonata and it's going to take you about 15,0.5288053218275308,100.0,N,beethoven's sonata and it's going to take you about 15,0.518,100.0,N,beethoven's concerto and it's going to take you about 15,0.681,100.0,N,beethoven's concerto and it's going to take you about 15,0.683,100.0,N
jEaSMhBlKGI_0__b03c53d6_00_000000_000287,a lot of improvements have been made to it over the eons but the respiratory system that you're using right now is your inheritance from that ancient amphibious fish leader of one of the most important anatomical revolutions of the past half billion years,of improvements have been made to it over the years but the rosetta mission is using right now certain characters from that ancient amphibian fish letter of one of the most important economic revolutions in the past half billion years,0.8291034571826458,31.8,P,of improvements have been made to it over the years but the rosetta mission using right now certain characters from that ancient amphibian fish letter of one of the most important economic revolutions in the past half billion years,0.738,31.8,P,of improvements have been made to it over the years but the rosetta mission using right now certain characters from that ancient amphibian fish letter of one of the most important economic revolutions in the past half billion years,0.716,31.8,P,of improvements have been made to it over the years but the rosetta mission using right now certain characters from that ancient amphibian fish letter of one of the most important economic revolutions in the past half billion years,0.718,31.8,P
jEaSMhBlKGI_0__b03c53d6_01_000239_000325,revolutions of the past half billion years,used in the past half billion years,0.8464435168675014,28.6,P,used in the past half billion years,0.751,28.6,P,used in the past half billion years,0.724,28.6,P,used in the past half billion years,0.727,28.6,P
jLBAUGvLuq8_0__fdcd8f16_00_000000_000183,look at this here's two dollars and a self addressed stamped envelope first things first the bender,look at this there are two arrows instead of intersecting at the same time they're parallel to each other,0.6497828905519686,88.2,N,look at this there are two arrows instead of intersecting at the same time they're parallel to each other,0.616,88.2,N,look at this there are two arrows instead of intersecting at the same time they're parallel to each better,0.637,88.2,N,look at this are two see instead of intersecting at the same time first parallel first each other,0.649,70.6,N
jRVKdV7EHnk_2__1b43ae50_00_000000_000091,see what i mean now today i want to,this is what i mean and today i want to,0.7301363490521908,33.3,P,because this is what i mean today i want to,0.655,44.4,P,this is what i mean today i want to,0.619,33.3,Y,this is what i mean today i want to,0.626,33.3,Y
jRqirbWz9q8_2__81257c9b_00_000000_000116,is flashing for you,that it is lasting for you,0.6835869376858076,75.0,Y,that it is lasting for you,0.627,75.0,P,that it is lasting for you,0.64,75.0,P,it is lasting for you,0.673,50.0,P
jSr9ZRXajfM_2__2ab650b0_00_000000_000306,physical tour of the ds 216 which isn't the easiest name to say neither is disc station ds 216 as i'm trying to rush it let's call it bus disc or nope,tour i think he has too many sticks which isn't his easiest name to say either it's disconcerting he has two but since i'm trying to rush it let's call it by statistics which,0.6763596326551017,65.6,P,tour i think he has too many sticks which isn't his easiest name to say either it's disconcerting he has two but since i'm trying to rush it let's call it by statistics which is,0.607,65.6,P,tour i think he has too many sticks which isn't his easiest name to say either it's disconcerting he has two but since i'm trying to rush it let's call it by statistics which,0.738,65.6,P,tour i think he has too many sticks which isn't his easiest name to say either it's disconcerting he has two but since i'm trying to rush it let's call it by statistics which,0.739,65.6,P
jTimqjTGlqA_0__6a68e633_00_000000_000075,quite a bit down to the production process itself,quite a bit down the production process,0.6928412360804421,22.2,P,quite a bit down the production process,0.62,22.2,Y,quite a bit down the production process,0.588,22.2,P,quite a bit down the production process,0.588,22.2,P
jX2yq66dWmM_0__bc21f95d_00_000000_000249,yeah so he's of mixed mind in the sense that you can see the practicality of being undistracted,and so it's part of me's mind that doesn't see the practicality of being unstructured and,0.6362764951772988,61.1,P,and so it's part of me's mind that says that's the practicality of being unstructured,0.615,61.1,P,and so it's part of me's mind that says that's the practicality of being unstructured,0.675,61.1,P,and so it's part of me's mind that says see the practicality of being unstructured,0.676,55.6,P
jdut-ApF8Fw_9__02fb4fb8_00_000000_000161,an area that market came very close to testing just recently in price action and is a great area,the man who came very close to assassinating george w,0.5564555566757917,78.9,N,the man who came very close to assassinating president george w,0.518,78.9,P,the man who came very close to assassinating george w,0.685,78.9,N,the man who came very close to assassinating george w,0.687,78.9,N
jlPtw1Ycwjg_9__60e61c9b_00_000000_000140,can i use that and she said yeah of course so yeah excuses are for amateurs,i use that and she said yeah of course so yeah and she uses it for amateurs,0.7965470061582678,31.2,P,i use that and she said yeah of course so yeah and she uses it for amateurs,0.693,31.2,P,i use that and she said yeah of course so yeah and she uses it for amateurs,0.675,31.2,P,i use that and she said yeah of course so yeah and she uses it for amateurs,0.679,31.2,P
jm93IOsd-Sw_0__e9ef21d9_00_000000_000168,i don't know europe or something like that if you have a full backpack out of spare batteries but i have no idea how to charge them but i,you know i mean i'm not really sad if i can't film many ways but i have no idea how to change the medium,0.6417938247323036,72.4,P,you know i mean i'm not really sad if i can't film many ways but i have no idea how to change the medium,0.601,72.4,P,you know i mean i'm not really sad if i can't film many ways but i have no idea how to change the medium,0.698,72.4,N,you know i mean i'm not really sad if i a film many ways but i have no idea how to change the medium,0.699,69.0,P
jnPEjbGzWVQ_29__ab65d565_00_000000_000075,sometime between 6 and 8 p m eastern and we'll get that out,september 26th came and went and i didn't work there,0.37069299519062043,84.6,N,september 26th came and went and i didn't work there,0.442,84.6,N,september 26th came and went and i didn't work there,0.541,84.6,N,september 26th came and went and i didn't work there,0.539,84.6,N
joMmjiub1l0_0__c50efc07_00_000000_000179,yeah well with amlid we have individual pixels being lit versus one big black light which,i'm like i don't even know if it's appropriate for me to be wearing this i think i,0.38876939813296,112.5,N,i'm like i don't even know if it's appropriate for me to be wearing this but i think i,0.446,118.8,N,i'm like i don't even know if it's appropriate for me to be doing this i think i,0.539,112.5,N,i'm like i don't know if work appropriate for me to be was this i think i,0.532,106.2,N
joNkScVrBhM_7__7766f9bd_00_000000_000186,you are using that mental chess game to figure out what it is your interviewer needs to hear,are using that mental chess game to figure out what an initial interview needs to hear what,0.9011668457704431,33.3,P,are using that mental chess game to figure out what an initial interview needs to hear what,0.778,33.3,P,are using that mental chess game to figure out what an initial interview needs to hear what,0.657,33.3,P,are using that mental chess game to figure out what an initial interview needs to hear what,0.666,33.3,P
jsQ8ueHqNPU_12__47687706_00_000000_000139,delighted to have him starting his faculty position in april and then i'm delighted to announce,delighted to have him joining the faculty at penn state and then i'm delighted today to,0.7078056819736958,43.8,P,delighted to have him joining the faculty at penn and then i'm delighted today to,0.626,43.8,P,delighted to have him joining the faculty at penn state and then i'm delighted today to,0.655,43.8,P,delighted to have them joining the faculty at and then i'm delighted today to,0.675,50.0,P
jw-LPwZaVzY_6__fde59ad3_00_000000_000136,client pair client so you either go to an agency get the work,it's like being a client so you are the who you need to see getting what you want,0.648774995158116,107.7,P,it's like being a client so you are the who you need to see getting what you want,0.583,107.7,P,it's to be a client so you are the who you need to see getting what you want,0.545,107.7,N,it's to be a client so you are the who who need to see getting what you want,0.55,107.7,P
k0mw7Vp0tYI_2__4e79c324_00_000000_000073,and these amazing gadgets we now all hold in our hand and we,these amazing gadgets we now all carry in our,0.7479113340377808,38.5,P,these amazing gadgets we now all hold in our hand,0.634,23.1,P,these amazing gadgets we now all hold in our,0.672,30.8,P,these amazing gadgets we now carry in our,0.695,46.2,Y
k3zJJJpsrLg_6__4b39d9b0_00_000000_000122,weekly or monthly in your clean or aseptic,quickly oil mustard and uranium or something,0.44318204053810667,87.5,N,quickly oil mustard and uranium or something,0.47,87.5,N,quickly organize it and uranium or be,0.574,87.5,N,quickly organize it and uranium or be,0.58,87.5,N
k7xSp983Gy8_0__0d971e7c_00_000000_000116,we're seeing that in our energy prices and in the energy boom that's happening in the united states,is any indication our interrupters are surprised that this is happening in the united states,0.5688834878305594,66.7,P,is any indication our interrupters are surprised that this is happening in the united states,0.546,66.7,P,is any indication our interrupters are surprised that this is happening in the united states,0.565,66.7,P,is in indication our states are surprised that this is happening in the states,0.578,72.2,P
