utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
o6RFnTufVpM_11__590839b2_00_000000_000352,o6RFnTufVpM_11__590839b2,relaxed your arms and your hands and your fingers you've relaxed your arms and your hands and your fingers and now your chest,you relax your arms and your hands and your fingers you've relaxed your arms hands and fingers and now your chest,you:ins relax:ins your:rep arms:rep and:rep your:rep hands:rep and:rep your:rep fingers:rep you've:rep relaxed:rep your:rep arms:rep hands:rep and:rep fingers:rep and:rep now:rep your:rep chest:rep,21.7,20.6,100.0,85.7,92.3,,0.9494,0.8261,0,0,0.913,4.429,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,23
o6Zwa1rEWpM_1__2e8fce13_00_000000_000360,o6Zwa1rEWpM_1__2e8fce13 - Part 1,what we're going to look at now is what happens if we start bringing the concept of woody beds or hula culture into this and a little bit of excavation and how we can kind of turbocharge this,we're going to look at now is what happens if we start playing the concept of warheads or nuclear deterrence and a little bit of escalation and how we got into the cuban missile crisis so,we're:rep going:rep to:rep look:rep at:rep now:rep is:rep what:rep happens:rep if:rep we:rep start:rep playing:ins the:rep concept:rep of:rep warheads:ins or:rep nuclear:ins deterrence:ins and:rep a:rep little:rep bit:rep of:rep escalation:ins and:rep how:rep we:rep got:ins into:rep the:rep cuban:ins missile:ins crisis:ins so:ins,42.1,44.6,47.1,44.4,45.7,"beds, bringing, culture, excavation, hula, kind, of, turbocharge, woody",0.2017,0.6974,0,5,0.947,2.723,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Technology,38
o6Zwa1rEWpM_1__2e8fce13_01_000300_000379,o6Zwa1rEWpM_1__2e8fce13 - Part 2,and how we can kind of turbocharge this whole thing,and how he got into the urban church so,and:ok how:ok he:ins got:ins into:ins the:ins urban:ins church:ins so:ins,80.0,86.7,0.0,0.0,0.0,"kind, of, thing, turbocharge, whole",-0.0021,0.4500,0,5,0.900,1.262,2,Poor,False,content_destroyed,0.150,unlikely_recoverable,Phonetically Similar but Wrong Topic,,Other,10
oB84cAB1MJg_10__00ed3723_00_000000_000089,oB84cAB1MJg_10__00ed3723,week isn't going to be ready for a while but don't worry it's going to be a good one,it hasn't been right for a while but somewhere else is going to be heroes,it:ins hasn't:ins been:ins right:ins for:rep a:rep while:rep but:rep somewhere:ins else:ins is:ins going:rep to:rep be:rep heroes:ins,63.2,71.9,0.0,100.0,0.0,one,0.3355,0.5263,0,6,0.789,1.967,2,Poor,False,content_destroyed,0.400,partial_overlap,Entity Destruction,,Other,19
oFTPxQMdmho_0__69ff257f_00_000000_000163,oFTPxQMdmho_0__69ff257f,you can find the perfect counterweight and you never have to worry about your camera ending up in the dirt,you can find the perfect outerwear and you never have to worry about your camera acting up in the snow,you:ok can:ok find:ok the:ok perfect:ok outerwear:ins and:ok you:ok never:ok have:ok to:ok worry:ok about:ok your:ok camera:ok acting:ins up:ok in:ok the:ok snow:ins,15.0,20.7,66.7,66.7,66.7,"counterweight, dirt, ending",0.5499,0.8750,0,1,1.000,3.947,4,Good,True,low_wer,1.000,near_perfect,,Good Semantic + Correct Length,Technology,20
oNqGdEQMb-M_0__63f6518b_00_000000_000347,oNqGdEQMb-M_0__63f6518b,from people's stem cells that they would not reject over time and we were very near to a cure for things like aids,from people's stem cells that they would not reject over time and we were very eager to cure for things like aids why is it,from:ok people's:ok stem:ok cells:ok that:ok they:ok would:ok not:ok reject:ok over:ok time:ok and:ok we:ok were:ok very:ok eager:ins to:ok cure:rep for:rep things:rep like:rep aids:rep why:ins is:ins it:ins,21.7,35.3,90.0,90.0,90.0,near,0.9348,0.9348,0,1,1.087,4.383,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,23
oOcLf4qcoG4_0__a55c5024_00_000000_000091,oOcLf4qcoG4_0__a55c5024,or you can actually bring the pro controller with you on the go,to actually bring the broken dollar with you on the go,to:ins actually:rep bring:rep the:rep broken:ins dollar:ins with:rep you:rep on:rep the:rep go:rep,38.5,38.9,60.0,60.0,60.0,"controller, pro",0.1415,0.6923,0,2,0.846,2.731,3,Fair,False,insufficient_signal,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,13
oQAEDKVgeIw_3__4de2a6e4_00_000000_000242,oQAEDKVgeIw_3__4de2a6e4,something that ken talks about specifically something i wanted to bring up when we were talking about vipassana and something that i wanted to you know,that he talked about that he talks about specifically something that i wanted to bring up i want to talk about from his talk it's something,that:rep he:ins talked:ins about:rep that:rep he:ins talks:rep about:rep specifically:rep something:rep that:rep i:rep wanted:rep to:rep bring:rep up:rep i:rep want:ins to:rep talk:ins about:rep from:ins his:ins talk:ins it's:ins something:rep,73.1,64.1,0.0,100.0,0.0,"ken, vipassana",0.4202,0.5577,0,5,1.000,2.257,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Entity Destruction,,Other,26
oQEVi0gxmoE_16__3949b7ce_00_000000_000209,oQEVi0gxmoE_16__3949b7ce,dollars of damages americans want football they love football they want to go protest on their own time no one cares,years of taekwondo is american kids want football they love football they want to go protest in the streets,years:ins of:ok taekwondo:ins is:ins american:ins kids:ins want:rep football:rep they:rep love:rep football:rep they:rep want:rep to:rep go:rep protest:rep in:ins the:ins streets:ins,57.1,51.4,0.0,0.0,0.0,americans,0.6721,0.6190,1,2,0.905,2.818,3,Fair,True,semantic_coherent,0.900,high_semantic_good_overlap,Content Word Errors,,Sports/Fitness,21
oTznZeXQ1BU_0__caedc667_00_000000_000183,oTznZeXQ1BU_0__caedc667,well known conductors at the turn of the 20th century such as dikowski and toscanini encouraged this kind of restraint in their audiences,down connections at the turn of the 20th century such as scouting and to see and encourage this kind of restraint in their audiences,down:ins connections:ins at:rep the:rep turn:rep of:rep the:rep 20th:rep century:rep such:rep as:rep scouting:ins and:rep to:ins see:ins and:rep encourage:ins this:rep kind:rep of:rep restraint:rep in:rep their:rep audiences:rep,34.8,23.5,100.0,100.0,100.0,,0.5596,0.7609,0,1,1.043,3.924,4,Good,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,23
oWiSMa02zJ4_0__9f0a7cbe_00_000000_000114,oWiSMa02zJ4_0__9f0a7cbe,and they're nice to their employees because that's the kind of thing that i want to be supporting,no that's really important to me because that is not the thing that i want to be supporting,no:ins that's:rep really:ins important:ins to:rep me:ins because:ok that:rep is:ins not:ins the:rep thing:ok that:ok i:ok want:ok to:ok be:ok supporting:ok,55.6,46.2,50.0,60.0,54.5,"employees, kind, nice",0.4156,0.6667,0,4,1.000,3.006,4,Good,True,marginal_recoverable,0.750,good_overlap_coherent,,Combined Semantic + Phonetic Bridge,Other,18
oYEFNyrxBTw_0__1d7c31a6_00_000000_000169,oYEFNyrxBTw_0__1d7c31a6,hey this is scott today we're going to take a first look at the build and design the tamron 70 200mm f2 8 g2 lens,and secretary clinton took a first look at the building instead of the same routine 72 hours after the bombing she toured it,and:rep secretary:ins clinton:ins took:ins a:rep first:rep look:rep at:rep the:rep building:ins instead:ins of:ins the:rep same:ins routine:ins 72:ins hours:ins after:ins the:rep bombing:ins she:ins toured:ins it:ins,88.0,86.9,0.0,0.0,0.0,"200, 70, 8, f2, g2, lens, mm, scott, today",0.0528,0.3200,0,4,0.920,1.196,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,DIY/Home,25
olO5b2f54vU_4__6d5f4e49_00_000000_000073,olO5b2f54vU_4__6d5f4e49,i want to hear you play billy's bounce and or little,how to play billie's blues or how to,how:ins to:rep play:rep billie's:ins blues:ins or:rep how:ins to:rep,81.8,80.0,0.0,0.0,0.0,billy,0.4201,0.4545,1,2,0.727,1.791,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,11
omu6u-TTRTY_9__cf34bed7_00_000000_000084,omu6u-TTRTY_9__cf34bed7,i just learned something recently because i'm a lover of,i just learned something recently because i'm not a lover of,i:ok just:ok learned:ok something:ok recently:ok because:ok i'm:ok not:ins a:rep lover:rep of:rep,10.0,13.3,100.0,100.0,100.0,,0.9589,1.0000,0,0,1.100,4.750,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Education/Academic,10
owqj65oNFh8_0__f0ddbcbf_00_000000_000359,owqj65oNFh8_0__f0ddbcbf - Part 1,i consider myself very lucky to meet the 500 students who come for breakfast and lunch each day at the dining hall i have a special nickname i call,i consider myself very lucky to meet the 500 students who come for breakfast and lunch each day having done nothing i have a special nickname i call,i:ok consider:ok myself:ok very:ok lucky:ok to:ok meet:ok the:ok 500:ok students:ok who:ok come:ok for:ok breakfast:ok and:ok lunch:ok each:ok day:ok having:ins done:ins nothing:ins i:rep have:rep a:rep special:rep nickname:rep i:rep call:rep,13.8,11.5,100.0,100.0,100.0,,0.9619,0.8966,0,2,0.966,4.707,5,Excellent,True,low_wer,1.000,near_perfect,,"Minor Errors, High Semantic Match",Education/Academic,29
owqj65oNFh8_0__f0ddbcbf_01_000299_000430,owqj65oNFh8_0__f0ddbcbf - Part 2,i have a special nickname i call hampshire college,i have a special daytime i call amsterdam college,i:ok have:ok a:ok special:ok daytime:ins i:ok call:ok amsterdam:ins college:ok,22.2,35.3,0.0,0.0,0.0,hampshire,0.5028,0.7778,0,0,1.000,3.141,4,Good,True,semantic_coherent,0.950,strong_structure_match,,Good Semantic + Correct Length,Other,9
oxz8ReSPUt4_0__f5a67768_00_000000_000106,oxz8ReSPUt4_0__f5a67768,so he talks about books and in this particular one he talks about russian literature with reference to other world literature and so forth,is that so when a lesbian marries another lesbian that lesbian relationship becomes more interesting and so forth,is:ins that:ins so:rep when:ins a:ins lesbian:ins marries:ins another:ins lesbian:ins that:ins lesbian:ins relationship:ins becomes:ins more:ins interesting:ins and:rep so:rep forth:rep,87.5,92.5,0.0,0.0,0.0,russian,0.1360,0.2500,0,4,0.750,1.100,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,24
p2o7BtIicZo_3__7fcfd99f_00_000000_000154,p2o7BtIicZo_3__7fcfd99f,so now since we're done with the unboxing i just wanted to look inside this pen because it said the charger was,now she has been found guilty on both charges in the united states and bail has been set at,now:rep she:ins has:ins been:ins found:ins guilty:ins on:ins both:ins charges:ins in:ins the:rep united:ins states:ins and:ins bail:ins has:ins been:ins set:ins at:ins,95.5,90.9,10.0,11.1,10.5,"charger, done, just, look, pen, said, so, unboxing, wanted",0.1059,0.2500,0,7,0.864,1.172,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,22
p5ngM6wxB2U_0__7734aa80_00_000000_000120,p5ngM6wxB2U_0__7734aa80,we need those rural farmers and we need to make those urban rural connections you know,we did coastal wetlands so we did mangrove restoration in 1960s,we:ok did:ins coastal:ins wetlands:ins so:ins we:rep did:ins mangrove:ins restoration:ins in:ins 1960s:ins,87.5,92.0,0.0,0.0,0.0,"connections, farmers, know, make, need, rural, urban",0.2870,0.2188,0,3,0.688,1.255,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,16
pER8LkVif2s_0__c95f1c30_00_000000_000337,pER8LkVif2s_0__c95f1c30,selling these again this is attack of the puppet people village of the giants midnight movie double feature disc only from 2005 sold us for 12 24,the attack of the poppy people village of the giants my name is victor fernandez it's from 2005 so this is 12 hours and 24 seconds,the:rep attack:rep of:rep the:rep poppy:ins people:rep village:rep of:rep the:rep giants:rep my:ins name:ins is:rep victor:ins fernandez:ins it's:ins from:rep 2005:rep so:ins this:rep is:rep 12:rep hours:ins and:ins 24:rep seconds:ins,66.7,61.1,60.0,50.0,54.5,"giants, midnight",0.3834,0.5556,0,6,0.963,2.653,3,Fair,False,insufficient_signal,0.400,partial_overlap,Content Word Errors,,Cooking/Food,27
pMUv6UWkuWw_14__eaa3c4ba_00_000000_000250,pMUv6UWkuWw_14__eaa3c4ba,but we never give the words back so i'm just going to be honest and call it stealing we usually take words for things that we like like delicious food we took kumquat from chinese,but we never give the words back so i'm just going to be honest and call it stealing we usually take words for things that we like like delicious food we took hummus from chinese,but:ok we:ok never:ok give:ok the:ok words:ok back:ok so:ok i'm:ok just:ok going:ok to:ok be:ok honest:ok and:ok call:ok it:ok stealing:ok we:ok usually:ok take:ok words:ok for:ok things:ok that:ok we:ok like:ok like:ok delicious:ok food:ok we:ok took:ok hummus:ins from:ok chinese:ok,2.9,6.9,100.0,100.0,100.0,,0.9112,0.9714,0,0,1.000,4.905,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Cooking/Food,35
pNqmJjTr2PA_0__61dfb060_00_000000_000192,pNqmJjTr2PA_0__61dfb060,baseball of course i wrote about baseball and she said there's one caveat to this assignment and that is that you need a source,part of course i wrote my bestseller just like this one caviat to this assignment and that is that you need a source,part:ins of:ok course:ok i:ok wrote:ok my:ins bestseller:ins just:ins like:ins this:rep one:rep caviat:ins to:rep this:rep assignment:rep and:rep that:rep is:rep that:rep you:rep need:rep a:rep source:rep,33.3,36.8,100.0,100.0,100.0,,0.4126,0.7708,1,3,0.958,3.628,4,Good,True,moderate_semantic_low_error,0.750,good_overlap_coherent,,Phonetically Preserved,Cooking/Food,24
pOeJSxbFyto_7__ede5f642_00_000000_000360,pOeJSxbFyto_7__ede5f642 - Part 1,fully hooked in localhost now shows and i only have one site available if this were a real website i obviously would not be seeing localhosts i'd be seeing the url much like we see right here but you get the idea,,,100.0,100.0,0.0,100.0,0.0,one,0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Technology,42
pOeJSxbFyto_7__ede5f642_01_000300_000364,pOeJSxbFyto_7__ede5f642 - Part 2,get the idea,life and i,life:ins and:ins i:ins,100.0,100.0,0.0,0.0,0.0,"get, idea",0.2631,0.3333,0,2,1.000,1.387,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,3
pVd4i5KRXRo_17__21e23525_00_000000_000146,pVd4i5KRXRo_17__21e23525,so even if india takes myanmar away from china in an economic,nights so even if he needs eight hours of sleep away from tracking and coming back,nights:ins so:rep even:rep if:rep he:ins needs:ins eight:ins hours:ins of:ins sleep:ins away:rep from:rep tracking:ins and:ins coming:ins back:ins,91.7,76.9,0.0,0.0,0.0,"china, india, myanmar",0.0466,0.5000,0,2,1.333,1.179,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,12
pW2HX9etVpY_23__4d761591_00_000000_000091,pW2HX9etVpY_23__4d761591,you know oh this is the good stuff and people od,not always the stuff that people write,not:ins always:ins the:rep stuff:rep that:ins people:rep write:ins,72.7,66.7,50.0,50.0,50.0,"good, know",0.3635,0.4091,0,3,0.636,2.148,3,Fair,False,high_wer_low_semantic,0.450,entities_preserved_coherent,High Error Rate,,Other,11
panoFjWlUeQ_4__fab3fbfc_00_000000_000173,panoFjWlUeQ_4__fab3fbfc,and he turned around and said uh have you tried eating with the men i'm like yes it felt unnatural,he turned around and said have you tried any with meat i guess it felt unnatural,he:rep turned:rep around:rep and:rep said:rep have:rep you:rep tried:rep any:ins with:rep meat:ins i:ins guess:ins it:rep felt:rep unnatural:rep,40.0,35.7,71.4,71.4,71.4,"eating, men",0.7145,0.6750,0,3,0.800,3.625,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Entities Preserved,Cooking/Food,20
pi0rKj1l3ik_1__a5d4543b_00_000000_000359,pi0rKj1l3ik_1__a5d4543b - Part 1,waiver also allows for a lot of flexibility in the family determining what might be helpful to them families that are eligible have to be on medicaid so that indicates that they're,waver also allows for a lot of flexibility in the family determining what might be helpful to them families that are eligible are half my kind so they're indigenous,waver:ins also:ok allows:ok for:ok a:ok lot:ok of:ok flexibility:ok in:ok the:ok family:ok determining:ok what:ok might:ok be:ok helpful:ok to:ok them:ok families:ok that:ok are:ok eligible:ok are:rep half:ins my:ins kind:ins so:rep they're:rep indigenous:ins,31.2,35.4,0.0,100.0,0.0,medicaid,0.4865,0.7969,1,3,0.906,2.993,3,Fair,True,moderate_semantic_low_error,0.950,strong_structure_match,Accumulated Small Errors,,Other,32
pi0rKj1l3ik_1__a5d4543b_01_000299_000439,pi0rKj1l3ik_1__a5d4543b - Part 2,medicaid so that indicates that there's some level of inability to provide extra,and also at a certain level of inability to provide extra,and:ins also:ins at:ins a:ins certain:ins level:rep of:rep inability:rep to:rep provide:rep extra:rep,53.8,56.5,0.0,100.0,0.0,medicaid,0.5473,0.5385,0,2,0.846,2.516,3,Fair,True,semantic_coherent,0.800,semantic_plus_phonetic,Content Word Errors,,Other,13
pi1m7Zm90Nk_3__c4cf7015_00_000000_000107,pi1m7Zm90Nk_3__c4cf7015,and he says we're interrupting a defense mechanism,so it's not just the,so:ins it's:ins not:ins just:ins the:ins,100.0,100.0,0.0,0.0,0.0,"defense, interrupting, mechanism, says",0.1788,0.0625,0,1,0.625,0.779,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,8
plJcn0IaPZg_8__a23a897e_00_000000_000260,plJcn0IaPZg_8__a23a897e,see how they work they both came with level 4 software licensing and i don't know if i've talked about it but i'm not a huge fan of software licensing,i don't know if it's a coincidence or not but,i:rep don't:rep know:rep if:rep it's:ins a:rep coincidence:ins or:ins not:rep but:rep,83.3,89.6,0.0,100.0,0.0,4,0.0840,0.1833,0,1,0.333,0.714,1,Failed,False,content_destroyed,0.100,length_mismatch,Total Topic Drift,,Technology,30
pogEgbH6MYU_0__f0265fff_00_000000_000123,pogEgbH6MYU_0__f0265fff,mean balance the front end should be a little higher or as high as the rear end,balancing the free issue but as high as we are on,balancing:ins the:rep free:ins issue:ins but:ins as:rep high:rep as:rep we:ins are:ins on:ins,76.5,77.8,22.2,40.0,28.6,"balance, end, front, higher, little, mean, rear",0.2641,0.4118,0,6,0.647,1.740,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,Other,17
pt3vC1R0oc0_4__e2076482_00_000000_000231,pt3vC1R0oc0_4__e2076482,in trying to make this business work or that business work and i've learned more in doterra,trying to make this business work or that business work and i feel more and so scared,trying:rep to:rep make:rep this:rep business:rep work:rep or:rep that:rep business:rep work:rep and:rep i:ins feel:ins more:rep and:rep so:ins scared:ins,35.3,25.9,71.4,62.5,66.7,"doterra, learned",0.4821,0.7647,0,2,1.000,3.574,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Phonetically Preserved,Education/Academic,17
q1C-OvI1myw_5__712078b2_00_000000_000191,q1C-OvI1myw_5__712078b2,or selling never ending wars you can probably find them hyping potential pandemic outbreaks of the newest disease,see if they get any rewards you can probably find them by googling textual academic outbreaks of the word,see:ins if:ins they:ins get:ins any:ins rewards:ins you:rep can:rep probably:rep find:rep them:rep by:ins googling:ins textual:ins academic:ins outbreaks:rep of:rep the:rep word:ins,66.7,63.3,25.0,30.0,27.3,"disease, ending, hyping, never, newest, pandemic, potential, selling, wars",0.2093,0.5278,0,3,1.056,2.142,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Medical/Health,18
q3Pk0N7H1xw_7__f8a10cd6_00_000000_000078,q3Pk0N7H1xw_7__f8a10cd6,bodies and radical feminists hate that and yet,bodies and radical feminists hate that a,bodies:ok and:ok radical:ok feminists:ok hate:ok that:ok a:ins,25.0,23.1,80.0,100.0,88.9,yet,0.9317,0.8125,0,1,0.875,4.322,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,8
q57N1e7GIgU_3__5a19d09c_00_000000_000113,q57N1e7GIgU_3__5a19d09c,this also came in like many different colors like teal cream i think this came in like,also coming in many different colors like green i think still coming,also:rep coming:ins in:rep many:rep different:rep colors:rep like:rep green:ins i:rep think:rep still:ins coming:ins,52.9,50.0,62.5,71.4,66.7,"came, cream, teal",0.4192,0.5294,0,2,0.706,2.771,3,Fair,True,marginal_recoverable,0.750,good_overlap_coherent,Content Word Errors,,Other,17
q7bUmXMyxiY_5__1f227652_00_000000_000206,q7bUmXMyxiY_5__1f227652,it contains permitted natural coloring added color flavors natural nature identical artificial flavoring substances contains no fruit,it contains permanent natural colorant edible color flavor natural scent edible artificial flavor and substances i can't pronounce,it:ok contains:ok permanent:ins natural:ok colorant:ins edible:ins color:ok flavor:ins natural:ok scent:ins edible:ins artificial:ok flavor:ins and:ins substances:rep i:ins can't:ins pronounce:ins,64.7,59.4,38.5,45.5,41.7,"added, coloring, flavoring, flavors, fruit, identical, nature, permitted",0.7124,0.5882,0,6,1.059,3.077,4,Good,True,semantic_coherent,0.800,semantic_plus_phonetic,,Good Semantic + Correct Length,Other,17
qDMtgR4o99A_6__2846faf4_00_000000_000171,qDMtgR4o99A_6__2846faf4,let's go look at this population we know that they are being underserved by local,is to look at this population and we know that they are being underserved by local health,is:ins to:ins look:ok at:ok this:ok population:ok and:ins we:rep know:rep that:rep they:rep are:rep being:rep underserved:rep by:rep local:rep health:ins,26.7,39.1,71.4,83.3,76.9,"go, let",0.7834,0.9000,0,1,1.133,4.060,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,15
qHImZGBRto8_5__fa62c87d_00_000000_000166,qHImZGBRto8_5__fa62c87d,point being is if we had like if my k 52s started doing that i there's something's wrong it's going back to,beings if we had like my kfv2 i started doing that and something's wrong it's holding me back into,beings:ins if:rep we:rep had:rep like:rep my:rep kfv2:ins i:rep started:rep doing:rep that:rep and:ins something's:rep wrong:rep it's:rep holding:ins me:ins back:rep into:ins,50.0,58.3,45.5,62.5,52.6,"'s, 52s, being, going, k, point",0.4554,0.6364,0,4,0.864,2.877,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Accumulated Small Errors,,Entertainment,22
qMH2BDkT7Gg_0__d77b1054_00_000000_000204,qMH2BDkT7Gg_0__d77b1054,the comments or not all the links will be in the description for the channels and then you could check for the songs if they publish it this,columns on the internet or being in an exhibition for your channels and then you can check for controls if they're published or,columns:ins on:ins the:rep internet:ins or:rep being:ins in:rep an:ins exhibition:ins for:rep your:ins channels:rep and:rep then:rep you:rep can:ins check:rep for:rep controls:ins if:rep they're:ins published:ins or:rep,64.3,72.2,37.5,37.5,37.5,"comments, description, links, publish, songs",0.4093,0.5179,0,7,0.821,2.364,3,Fair,False,content_destroyed,0.400,partial_overlap,Content Word Errors,,Entertainment,28
qOZTwBayCMw_3__fb070651_00_000000_000146,qOZTwBayCMw_3__fb070651,through i'm at about 144 degrees i really want to get up closer to the,there was about 144 forests that i really wanted to get up close to,there:ins was:ins about:rep 144:rep forests:ins that:ins i:ok really:ok wanted:ins to:ok get:ok up:ok close:ins to:ok,53.3,44.8,33.3,100.0,50.0,"about, degrees",0.3272,0.7000,1,3,0.933,2.845,3,Fair,True,marginal_recoverable,0.550,phonetic_bridge_semantic,Content Word Errors,,Other,15
qPyiMlhz4Zk_12__8f2f1a8e_00_000000_000140,qPyiMlhz4Zk_12__8f2f1a8e,that wanted to install deities in their sankhya tan vehicle,wanted to know and see and understand and to,wanted:rep to:rep know:ins and:ins see:ins and:ins understand:ins and:ins to:rep,80.0,83.3,0.0,100.0,0.0,tan,0.1191,0.3000,0,2,0.900,1.350,2,Poor,False,content_destroyed,0.150,unlikely_recoverable,Phonetically Similar but Wrong Topic,,DIY/Home,10
qSBy-a17LVk_10__f5328e22_00_000000_000137,qSBy-a17LVk_10__f5328e22,the store bought salad dressing are really really high in sodium,sodium and potassium are really really high in turkey so,sodium:rep and:ins potassium:ins are:rep really:rep really:rep high:rep in:rep turkey:ins so:ins,63.6,57.9,42.9,50.0,46.2,"bought, dressing, salad, store",0.5164,0.5000,0,1,0.909,2.751,3,Fair,True,semantic_coherent,0.400,partial_overlap,Content Word Errors,,Other,11
qUV14ZWiMH8_6__e4f3a3e0_00_000000_000329,qUV14ZWiMH8_6__e4f3a3e0,now we are engaged in a great civil war testing whether that nation or any nation so conceived and so dedicated can long endure,now we are gaining a great civil war testing whether tyranny or anarchy should prevail in syria and donald trump,now:ok we:ok are:ok gaining:ins a:rep great:rep civil:rep war:rep testing:rep whether:rep tyranny:ins or:rep anarchy:ins should:ins prevail:ins in:rep syria:ins and:rep donald:ins trump:ins,58.3,57.9,41.7,41.7,41.7,"conceived, dedicated, endure, engaged, long, nation, so",0.5832,0.4792,0,1,0.833,2.783,3,Fair,True,semantic_coherent,0.750,good_overlap_coherent,Content Word Errors,,Cooking/Food,24
qUgHABxuKQU_0__3e85ae13_00_000000_000075,qUgHABxuKQU_0__3e85ae13,with the same technician so all of a sudden,with the same technique so all of a sudden it's,with:ok the:ok same:ok technique:ins so:ok all:ok of:ok a:ok sudden:ok it's:ins,22.2,33.3,66.7,33.3,44.4,technician,0.4945,0.9444,0,1,1.111,3.519,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Low-Moderate WER,Other,9
qUlQelz3LfQ_0__078f66b3_00_000000_000250,qUlQelz3LfQ_0__078f66b3,well that's why the fact that i had meningitis it was so severe that should not have allowed for any experience,well the fact that i had many chains and there was no savannah and that should not have allowed for any experience,well:ok the:rep fact:rep that:rep i:rep had:rep many:ins chains:ins and:ins there:ins was:ok no:ins savannah:ins and:ins that:rep should:rep not:rep have:rep allowed:rep for:rep any:rep experience:rep,42.9,35.7,50.0,42.9,46.2,"meningitis, severe, so",0.2438,0.7619,0,2,1.048,2.901,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,21
qUxQbCxP3Kg_7__8e48ee47_00_000000_000359,qUxQbCxP3Kg_7__8e48ee47 - Part 1,we evolve from and you know i think we were talking a little bit earlier kind of i've done 23 and me and that will now kind of break down your neanderthal dna for you so it's wonderful that i got now i'm getting a bit more context to put around it and kind of we're all,we had evolved from and it was certainly when i had turned 23 me and now we kind of break down into the x and y dna for you so it's wonderful that now we get a bit more context to pull around and we're all,we:ok had:ins evolved:ins from:rep and:rep it:rep was:ins certainly:ins when:ins i:rep had:ins turned:ins 23:rep me:rep and:rep now:rep we:rep kind:rep of:rep break:rep down:rep into:ins the:ins x:ins and:rep y:ins dna:rep for:rep you:rep so:rep it's:rep wonderful:rep that:rep now:rep we:rep get:ins a:rep bit:rep more:rep context:rep to:rep pull:ins around:rep and:rep we're:rep all:rep,59.6,56.7,100.0,25.0,40.0,,0.6945,0.5614,0,6,0.807,2.975,3,Fair,True,semantic_coherent,0.900,high_semantic_good_overlap,Content Word Errors,,Other,57
qUxQbCxP3Kg_7__8e48ee47_01_000299_000437,qUxQbCxP3Kg_7__8e48ee47 - Part 2,to put around it and kind of we're all getting a lot more knowledge about kind of where we came from,like to poke around and get to know more about where we came from,like:ins to:rep poke:ins around:rep and:ok get:ins to:rep know:ins more:rep about:rep where:rep we:rep came:rep from:rep,61.9,71.9,25.0,28.6,26.7,"getting, kind, knowledge, lot, of, put",0.6992,0.5238,0,4,0.667,2.618,3,Fair,False,content_destroyed,0.900,high_semantic_good_overlap,Content Word Errors,,Education/Academic,21
qWZO6wUUANs_0__6eb0799b_00_000000_000295,qWZO6wUUANs_0__6eb0799b,and i think well actually i talked about becoming conscious and all that stuff i think you know that's the start but it ain't for me to tell you what to do and if you think that that i have to tell you what to do then you're not listening,,,100.0,100.0,0.0,100.0,0.0,"actually, ai, becoming, conscious, do, have, know, listening, start, stuff, talked, tell, then, think",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Entertainment,50
